date;Ticker;open;high;low;close;volume;Headline_ing;Headline_esp;Label
27/03/2013;AAL;16.48;16.77;16.33;16.65;5537100;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
28/03/2013;AAL;17;17.09;16.82;16.97;8324100;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
1/04/2013;AAL;17.02;17.13;16.54;16.67;5222300;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
2/04/2013;AAL;16.48;16.5;15.71;15.74;14595600;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
3/04/2013;AAL;15.82;15.92;15.13;15.53;14658300;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
4/04/2013;AAL;15.12;15.71;15.12;15.69;5520300;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
5/04/2013;AAL;15.17;15.79;15.03;15.72;5252300;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
8/04/2013;AAL;15.82;15.97;15.53;15.84;3780700;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
9/04/2013;AAL;16.07;16.1;15.67;15.7;4420200;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
10/04/2013;AAL;15.74;15.98;15.7;15.78;3650600;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
11/04/2013;AAL;15.77;16.38;15.75;16.19;5062200;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
12/04/2013;AAL;16.11;16.39;15.95;16.14;3751800;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
15/04/2013;AAL;16.2;16.39;15.47;15.59;6243400;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
16/04/2013;AAL;15.96;16.74;15.81;16.37;10458200;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
17/04/2013;AAL;16.17;16.55;15.9;16.52;6581900;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
18/04/2013;AAL;16.54;16.54;15.95;16.1;7633300;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
19/04/2013;AAL;16.1;16.24;15.85;16.02;5762600;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
22/04/2013;AAL;15.99;16;15.5;15.52;9227100;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
23/04/2013;AAL;15.33;16.49;15.33;16.3;12302300;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
24/04/2013;AAL;16.26;16.5;16;16.45;6114400;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
25/04/2013;AAL;16.55;16.73;16.19;16.22;5548800;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
26/04/2013;AAL;16.38;16.73;16.16;16.59;7272100;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
29/04/2013;AAL;16.7;16.97;16.56;16.81;5436400;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
30/04/2013;AAL;16.8;17.05;16.57;16.9;3640700;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
1/05/2013;AAL;16.91;17.17;16.6;16.6;4943600;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
2/05/2013;AAL;16.72;16.98;16.6;16.94;4888900;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
3/05/2013;AAL;17.02;17.19;16.89;17.02;6451900;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
6/05/2013;AAL;17.05;17.11;16.91;17;3930700;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
7/05/2013;AAL;17.15;17.15;16.95;16.98;3157000;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
8/05/2013;AAL;17.01;17.55;16.99;17.34;6706200;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
9/05/2013;AAL;17.53;17.86;17.34;17.38;6424000;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
10/05/2013;AAL;17.61;17.81;17.41;17.76;4248200;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
13/05/2013;AAL;17.74;17.95;17.57;17.72;4250900;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
14/05/2013;AAL;17.82;18.3;17.8;18.1;5989700;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
15/05/2013;AAL;18.37;18.99;18.31;18.81;8951500;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
16/05/2013;AAL;18.96;19.52;18.88;19.12;6679300;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
17/05/2013;AAL;19.38;19.7;18.75;19.01;7540000;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
20/05/2013;AAL;19.05;19.39;18.39;18.59;6055000;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
21/05/2013;AAL;18.55;18.7;17.65;17.95;10018700;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
22/05/2013;AAL;18.06;18.43;17.71;17.93;8662000;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
23/05/2013;AAL;17.48;18.45;17.44;18.19;7482400;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
24/05/2013;AAL;18.11;18.42;17.89;18.21;4277800;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
28/05/2013;AAL;18.44;18.72;18.05;18.12;4561900;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
29/05/2013;AAL;18.06;18.15;17.65;17.83;4216200;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
30/05/2013;AAL;17.92;18.22;17.66;17.67;4126600;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
31/05/2013;AAL;17.66;17.9;17.55;17.57;3831500;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
3/06/2013;AAL;17.54;17.9;17.4;17.73;5776800;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
4/06/2013;AAL;17.78;18.2;17.56;17.65;4543800;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
5/06/2013;AAL;17.15;17.62;16.85;16.95;11852000;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
6/06/2013;AAL;16.92;17.08;15.93;16.64;12738600;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
7/06/2013;AAL;16.89;17.1;16.65;17.02;4030900;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
10/06/2013;AAL;17.09;17.35;17.05;17.26;4246400;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
11/06/2013;AAL;16.94;17.26;16.75;16.92;3788700;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
12/06/2013;AAL;16.97;17.2;16.65;16.88;3602200;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
13/06/2013;AAL;16.85;17.07;16.64;17.01;5384700;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
14/06/2013;AAL;16.96;17.25;16.81;16.93;2572500;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
17/06/2013;AAL;17.02;17.16;16.74;16.95;2845000;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
18/06/2013;AAL;16.94;17.32;16.82;17.22;4298600;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
19/06/2013;AAL;17.16;17.27;17;17.06;2382500;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
20/06/2013;AAL;16.73;17.18;16.53;16.73;5234200;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
21/06/2013;AAL;16.8;16.94;16.05;16.34;6423700;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
24/06/2013;AAL;16.06;16.14;15.59;16.13;6691000;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
25/06/2013;AAL;16.22;16.5;16.16;16.46;3399500;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
26/06/2013;AAL;16.5;16.64;16.17;16.17;3604500;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
27/06/2013;AAL;16.29;16.34;16;16.31;3566000;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
28/06/2013;AAL;16.24;16.55;16.16;16.42;7063900;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
1/07/2013;AAL;16.5;17.04;16.48;16.8;4666900;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
2/07/2013;AAL;16.78;16.79;16.36;16.43;4009300;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
3/07/2013;AAL;16.06;16.8;16.04;16.75;2625800;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
5/07/2013;AAL;16.93;17;16.68;16.84;2397200;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
8/07/2013;AAL;16.94;17.09;16.85;16.94;2671200;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
9/07/2013;AAL;17.01;17.38;16.97;17.36;4076600;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
10/07/2013;AAL;17.32;17.48;17.01;17.17;4289700;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
11/07/2013;AAL;17.4;17.5;17.27;17.37;3153800;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
